Company,FiscalYear,FiscalYearAD,TOTAL_ASSETS,CASH_AND_BANK_BALANCE,MONEY_AT_SHORT_NOTICE,Due_from_NRB,Placement_with_BFIs,LOANS,Loans_and_Advances_to_BFIs,Loans_and_Advances_to_Customers,INVESTMENTS,Investment_Securities,Investment_in_Subsidiaries,Investment_in_Associates,Investment_Property,OTHER_ASSETS,Derivative_Financial_Instruments,Other_Trading_Assets,Current_Tax_Assets,Deferred_Tax_Assets,Other_Assets,Goodwill_and_Intangible_Assets,PROPERTY_AND_EQUIPMENT,LIABILITIES,BORROWINGS,Due_to_BFIs,Due_to_NRB,Borrowing,Debt_Securities_Issued,DEPOSITS,OTHER_LIABILITIES_AND_PROVISIONS,Provisions,Current_Tax_Liabilities,Deferred_Tax_Liabilities,Subordinated_Liabilities,Other_Liabilities,SHAREHOLDERS_EQUITY,PAID_UP_CAPITAL,RESERVES_AND_SURPLUSES,Share_Premium,Retained_Earnings,Reserves,Non_Controlling_Interest,TOTAL_LIABILITIES_AND_EQUITY,Interest_Income,Interest_Expense,Net_Interest_Income,Fees_and_Commission_Income,Fees_and_Commission_Expense,Net_Fees_and_Commission_Income,Net_Interest_Fee_and_Commission_Income,Net_Trading_Income,Other_Operating_Income,Total_Operating_Income,Impairment_Charge,Net_Operating_Income,Operating_Expenses,Staff_Expenses,Other_Operating_Expenses,Depreciation_and_Amortization,Operating_Profit,Non_Operating_Income,Non_Operating_Expense,Profit_before_Tax,Income_Tax,Current_Tax,Deferred_Tax,Profit_Loss_for_the_period,Comprehensive_Income,Total_Comprehensive_Income,Regulatory_Adjustment,Net_Profit_Loss_as_per_profit_or_loss,Profit_Required_to_be_Appropriated_to_Statutory_Reserve,Profit_Required_to_be_Transferred_to_Regulatory_Reserve,Distributable_Profit,Net_Profit_or_Loss_as_per_statement_of_Profit_or_Loss,Add:_Opening_Retained_Earning,Profit_required_to_be_appropriated_to_Statutory_Reserve,Appropriations:,General_Reserve,Foreign_Exchange_Fluctuation_Fund,Capital_Redemption_Reserve,Corporate_Social_Responsibility_Fund,Employees'_Training_Fund,Other,Profit_required_to_be_appropriated_to_Regulatory_Reserve,Transfer_to_Regulatory_Reserve,Transfer_from_Regulatory_Reserve,Distributable_Profit_or_(Loss),Interest_Rate_Spread,Capital_Fund_to_RWA,Non-Performing_Loan_(NPL)_to_Total_Loan,Total_Loan_Loss_Provision_to_Total_NPL,Cost_of_Funds,Credit_to_Deposit_Ratio,Base_Rate,Assets,Liabilities,Equity,Total_Equity_Attributable_To_Equity_Holders,Non-Controlling Interest,Tier_1_Capital_to_RWA,CET_1_Capital_to_RWA
HBL,2080/2081,2023/2024,357502038390.0,8097764536.0,,35686946565.0,10501751116.0,,10098880969.0,232718879393.0,,42143258878.0,1060063200.0,190929197.0,2414932072.0,,26241227.0,,388740090.0,866530079.0,4153382467.0,983141792.0,8170596809.0,319191025130.0,,3825779953.0,400000000.0,,8384143498.0,293899590309.0,,,,18537201.0,,13067659541.0,38311013260.0,21656615632.0,,,-5784632382.0,22439030010.0,,357502038390.0,35577505585.0,23958096302.0,11619409283.0,1198675164.0,158224488.0,1040450676.0,12659859959.0,421847554.0,63098240.0,13144805753.0,2786818373.0,10357987380.0,,3198514944.0,1284287820.0,713472521.0,5161712095.0,9006927.0,1124348237.0,4046370785.0,,2057266006.0,-848944365.0,2838049144.0,,,,,,,,2838049144.0,-3154484042.0,-1259119613.0,,-567609829.0,,-875000000.0,-13649996.0,-7399474.0,204539686.0,-4209077872.0,-4209077872.0,,-5784632383.0,3.99,12.04,4.91,130.46,6.86,83.37,9.08,,,,38311013260.0,,,
HBL,2081/2082,2024/2025,372947315678.0,9705883458.0,,36929167270.0,18383887735.0,,10405889589.0,232858288109.0,,40506834190.0,1060063200.0,190929197.0,5664754343.0,,40320668.0,,332060445.0,2849660309.0,4854906064.0,968351868.0,8196319233.0,335032260622.0,,3900913848.0,,,8387698065.0,309158672473.0,,,,,,13524593658.0,37915055056.0,21656615632.0,,,-7101527363.0,23359966787.0,,372947315678.0,27700811425.0,17244121153.0,10456690272.0,1328353182.0,177001617.0,1151351565.0,11608041837.0,632557848.0,280757753.0,12521357438.0,1535046797.0,10986310641.0,,3640587765.0,1247078761.0,662151207.0,5436492908.0,13217891.0,3363358567.0,2086352232.0,,1658736677.0,-1084916564.0,1512532119.0,,,,,,,,1512532119.0,-7441526420.0,-1230885240.0,,-302506424.0,-530801.0,-875000000.0,-6482574.0,-26365441.0,-20000000.0,58352178.0,58352178.0,,-7101527363.0,3.29,11.64,7.28,107.1,4.84,81.35,6.63,,,,37915055056.0,,8.79,8.79
HBL,2082/2083,2025/2026,384674583032.0,10794102086.0,,43083286988.0,21832939377.0,,10810569960.0,232735984605.0,,40431184296.0,1060063200.0,190929197.0,5930432910.0,,56305088.0,,,2969437994.0,5472309948.0,1044598337.0,8213139494.0,344563047281.0,,6237070434.0,,,8257545071.0,315115801317.0,,,153752248.0,,,14742573123.0,40111535750.0,22581662532.0,,527276733.0,-7546487427.0,24549083912.0,,384674583031.0,6224375622.0,3717264270.0,2507111352.0,280913717.0,45538280.0,235375437.0,2742486789.0,206109904.0,105948655.0,3054545348.0,578962428.0,2475582920.0,,949358637.0,373640824.0,95959868.0,1056623591.0,13323881.0,27736359.0,1042211113.0,,492597061.0,-153280927.0,702894979.0,,,,,,,,702894979.0,-6993002427.0,-366983002.0,,-140578996.0,-820101.0,-218750000.0,-6833905.0,,,-889396979.0,-889396979.0,,-7546487429.0,3.34,12.29,7.39,108.37,4.26,76.15,6.08,,,,40111535750.0,,8.68,8.68
NABIL,2072/2073,2015/2016,128919596000.0,10262849000.0,819418000.0,0.0,0.0,77730401000.0,0.0,0.0,36098791000.0,36098791000.0,0.0,0.0,0.0,3223681000.0,0.0,0.0,0.0,0.0,0.0,3223681000.0,784456000.0,116610822000.0,2200000000.0,0.0,0.0,1900000000.0,300000000.0,110267272000.0,4143550000.0,0.0,0.0,0.0,0.0,0.0,12308775000.0,4756570000.0,7552205000.0,0.0,0.0,0.0,0.0,128919597000.0,6155660000.0,1829689000.0,4325971000.0,0.0,0.0,1071018000.0,0.0,0.0,332650000.0,5729639000.0,-50579000.0,5780218000.0,,1176402000.0,604809000.0,0.0,3999007000.0,11955000.0,0.0,4010962000.0,,1189398000.0,0.0,2821564000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NABIL,2073/2074,2016/2017,145105773000.0,7167161000.0,26439275000.0,0.0,0.0,91735857000.0,0.0,0.0,15257143000.0,15257143000.0,0.0,0.0,0.0,3715372000.0,0.0,0.0,0.0,0.0,61414000.0,3653958000.0,790965000.0,126550153000.0,3357786000.0,0.0,0.0,3056310000.0,301476000.0,118896624000.0,4295743000.0,0.0,0.0,0.0,0.0,0.0,18555619000.0,6185507000.0,12370112000.0,0.0,0.0,0.0,0.0,145105772000.0,8151688000.0,2606091000.0,5545597000.0,938114000.0,29739000.0,908375000.0,0.0,0.0,509504000.0,6963476000.0,43852000.0,6919624000.0,,1355846000.0,622675000.0,0.0,4941103000.0,321600000.0,0.0,5262703000.0,,1501439000.0,0.0,3761264000.0,-388605000.0,3372659000.0,0.0,3761264000.0,0.0,148063000.0,3613201000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NABIL,2074/2075,2017/2018,161304539000.0,7952350000.0,17532566000.0,0.0,0.0,112651661000.0,0.0,0.0,17440376000.0,17440376000.0,118000000.0,0.0,0.0,4741326000.0,0.0,0.0,0.0,0.0,50335000.0,4690991000.0,986260000.0,140429758000.0,92518000.0,0.0,0.0,32518000.0,60000000.0,135979335000.0,4357905000.0,0.0,0.0,0.0,0.0,0.0,20874781000.0,8043221000.0,12831560000.0,0.0,0.0,0.0,0.0,161304539000.0,11349867000.0,5087808000.0,6262059000.0,1042876000.0,39380000.0,1003496000.0,0.0,0.0,496038000.0,7761593000.0,43700000.0,7717893000.0,,1682174000.0,668890000.0,0.0,5366829000.0,468210000.0,0.0,5835039000.0,,1641032000.0,0.0,4194007000.0,-750271000.0,3443736000.0,0.0,4194007000.0,0.0,139262000.0,4054745000.0,4194006000.0,,0.0,,,,,,,,-139262000.0,-139262000.0,,4054744000.0,4.89,13.18,0.55,278.12,4.75,74.68,7.78,,,,,,,
NABIL,2075/2076,2018/2019,194983138000.0,12926711000.0,16732316000.0,5764260000.0,10968056000.0,135342820000.0,6058493000.0,129284327000.0,25390225000.0,25224006000.0,78000000.0,80000000.0,8219000.0,3539274000.0,203985000.0,0.0,130613000.0,0.0,3163275000.0,41401000.0,1051792000.0,171726815000.0,88475000.0,200072000.0,88475000.0,404700000.0,0.0,164373042000.0,7265298000.0,0.0,0.0,853132000.0,0.0,6412166000.0,23256323000.0,9011845000.0,14244478000.0,74000.0,4912080000.0,9332324000.0,0.0,194983138000.0,15420562000.0,8084526000.0,7336036000.0,1621063000.0,325042000.0,1296021000.0,8632057000.0,448566000.0,464177000.0,9544800000.0,387879000.0,9156921000.0,,2096075000.0,808350000.0,170173000.0,6082323000.0,17010000.0,3192000.0,6096141000.0,,1801959000.0,0.0,4294182000.0,126044000.0,4420226000.0,0.0,4294182000.0,999655510.0,109885850.0,3184640640.0,4294181342000.0,,999655507000.0,,858836268000.0,91515590000.0,,42941813000.0,6361836000.0,2112726000.0,109885855000.0,109885855000.0,,3184639980000.0,4.43,12.71,0.74,221.06,6.13,72.9,8.09,,,,,,,
NABIL,2076/2077,2019/2020,237721261000.0,19371810000.0,,5448851000.0,10230579000.0,,5836368000.0,148231388000.0,,33471813000.0,78000000.0,80000000.0,8219000.0,,10859598000.0,0.0,283017000.0,0.0,2431477000.0,71750000.0,1318391000.0,211919781000.0,,2228861000.0,53286000.0,0.0,2040548000.0,190806470000.0,,0.0,402840000.0,1320923000.0,0.0,4705490000.0,25801481000.0,10097497000.0,,74000.0,3042237000.0,12661672000.0,,237721261000.0,16499523000.0,9479249000.0,7020274000.0,1305227000.0,63251000.0,1241976000.0,8262250000.0,468086000.0,430412000.0,9160748000.0,744564000.0,8416184000.0,,2169786000.0,1037410000.0,115357000.0,5093631000.0,4447000.0,2505000.0,5095573000.0,1528901000.0,1528901000.0,0.0,3566672000.0,,,,,,,,3566673000.0,3735334000.0,3876506000.0,,714000000.0,76300000.0,37500000.0,35667000.0,4496000.0,3050539000.0,383264000.0,1017047000.0,,3042237000.0,3.73,12.81,0.97,195.52,5.49,68.08,7.32,,,,25801481000.0,0.0,,
NABIL,2077/2078,2020/2021,290380207000.0,5346971000.0,,8023601000.0,9867858000.0,,8601569000.0,198107369000.0,,41004272000.0,78000000.0,80000000.0,8747000.0,,13615333000.0,16959000.0,210471000.0,,3676667000.0,66043000.0,1693307000.0,257052053000.0,,4502705000.0,5450393000.0,,2100274000.0,223478087000.0,,1862507000.0,158207000.0,1222565000.0,,6663803000.0,33328153000.0,13844451000.0,,158758000.0,4302215000.0,15022728000.0,,290380207000.0,16839333000.0,9112293000.0,7727040000.0,1564348000.0,77237000.0,1487111000.0,9214151000.0,643761000.0,1485477000.0,11343388000.0,659972000.0,10683416000.0,,3064758000.0,1042584000.0,140902000.0,6435172000.0,3399000.0,6029000.0,6432542000.0,1928105000.0,2392318000.0,-464214000.0,4504437000.0,,,,,,,,4504437000.0,,153321000.0,,901000000.0,33000000.0,333333000.0,-31980000.0,,-1082032000.0,-204855000.0,,-204855000.0,4146261000.0,3.79,12.69,0.78,241.01,4.41,79.22,5.86,,,74000.0,33328153000.0,,,
NABIL,2078/2079,2021/2022,416170241000.0,9319810000.0,,13007769000.0,10602624000.0,,10366938000.0,301073089000.0,,61681088000.0,298000000.0,80000000.0,930730000.0,,1373614000.0,,422679000.0,,3750974000.0,124961000.0,3137963000.0,363586549000.0,,3353610000.0,4657437000.0,10720730000.0,6498689000.0,326222310000.0,,,258704000.0,1490389000.0,,9252646000.0,52583692000.0,22832909000.0,,176000.0,3371422000.0,26379186000.0,,416170241000.0,23782297000.0,14350317000.0,9431981000.0,1694294000.0,112702000.0,1581592000.0,11013573000.0,564990000.0,356855000.0,11935419000.0,703578000.0,11231841000.0,,2725614000.0,1232121000.0,177763000.0,7096342000.0,8702000.0,862000.0,7104181000.0,2131426000.0,2131426000.0,,4972756000.0,,,,,,,,4972756000.0,-620298000.0,-1398644000.0,,-995000000.0,-34900000.0,-333333000.0,-12643000.0,-21768000.0,-1000000.0,2953814000.0,5739900000.0,426386000.0,9120100000.0,4.22,13.44,1.54,154.16,7.17,89.79,8.77,,,,52583692000.0,,,
NABIL,2079/2080,2022/2023,483011058000.0,6774258000.0,,25640413000.0,13424390000.0,,8283059000.0,332698854000.0,,76875430000.0,1798000000.0,80000000.0,1827069000.0,,3833462000.0,,171476000.0,,7606990000.0,304330000.0,3864803000.0,424922239000.0,,6277712000.0,4603938000.0,4049000.0,6498689000.0,396843499000.0,,,293105000.0,2429534000.0,,8766754000.0,58088818000.0,27056997000.0,,176000.0,3961099000.0,27070722000.0,,483011058000.0,46381986000.0,28398776000.0,17983210000.0,3542648000.0,643469000.0,2899179000.0,20882389000.0,484776000.0,312556000.0,21679721000.0,3889529000.0,17790192000.0,,4692669000.0,1812437000.0,269076000.0,11016010000.0,43334000.0,274884000.0,10784460000.0,2192718000.0,3257311000.0,,7527149000.0,,,,,,,,7527149000.0,273761000.0,-2541278000.0,,-1506000000.0,-923407000.0,-35600000.0,-75271000.0,,-1000000.0,-1298532000.0,-1298532000.0,,3961099000.0,4.99,12.66,3.2,107.12,7.81,87.68,9.52,,,,58088818000.0,,,
NABIL,2080/2081,2023/2024,558421735000.0,8178988000.0,,20182905000.0,14287531000.0,,12149940000.0,373977599000.0,,102940712000.0,1798000000.0,80000000.0,2962634000.0,,7781530000.0,,578525000.0,,9616382000.0,292309000.0,4173204000.0,498853810000.0,,6687812000.0,,,9628440000.0,462085913000.0,,,260645000.0,1733501000.0,,10693757000.0,59567925000.0,27056997000.0,,,3857344000.0,28653584000.0,,558421735000.0,46303122000.0,30096111000.0,16207011000.0,3983518000.0,740242000.0,3243276000.0,19450287000.0,536655000.0,215669000.0,20202611000.0,3224390000.0,16978221000.0,,4766245000.0,1685442000.0,679683000.0,9846851000.0,38165000.0,89740000.0,9795276000.0,2735243000.0,2965967000.0,-230724000.0,7060033000.0,,,,,,,,7142862000.0,118332000.0,-2410635000.0,,-1428572000.0,-26351000.0,-923407000.0,-20171000.0,-11134000.0,-1000000.0,-993214000.0,-993214000.0,,3857345000.0,3.99,12.39,3.85,110.15,5.86,83.6,7.63,,,,59567925000.0,,,
NABIL,2081/2082,2024/2025,638155759000.0,7519089000.0,,21309898000.0,24279366000.0,,14195506000.0,412795547000.0,,117289485000.0,1798000000.0,80000000.0,4067766000.0,,20345559000.0,,581013000.0,,9057489000.0,372146000.0,4464895000.0,574416188000.0,,8633747000.0,,,9630773000.0,524625959000.0,,,318077000.0,1687331000.0,,9436461000.0,63739573000.0,27056997000.0,,,4773059000.0,31909517000.0,,638155761000.0,40470486000.0,24143189000.0,16327297000.0,4311876000.0,895712000.0,3416164000.0,19743461000.0,768124000.0,493525000.0,21005110000.0,2397906000.0,18607204000.0,,5228148000.0,1770702000.0,760503000.0,10847851000.0,74866000.0,577146000.0,10345571000.0,,3410085000.0,-192081000.0,7127567000.0,,,,,,,,7127566000.0,377204000.0,-2884243000.0,,-1426800000.0,-46549000.0,-1423407000.0,-71276000.0,-836000.0,84625000.0,152532000.0,152532000.0,-2234000.0,4773059000.0,3.57,11.94,0.95,108.6,4.41,82.48,5.83,,,,63739573000.0,,9.52,9.52
NABIL,2082/2083,2025/2026,675523530000.0,10549572000.0,,24699330000.0,29937130000.0,,15049512000.0,421026606000.0,,134806744000.0,1798000000.0,80000000.0,3845088000.0,,19824917000.0,,435264000.0,,8821394000.0,278164000.0,4374535000.0,610391361000.0,,9931167000.0,,,12463916000.0,556618505000.0,,,,1531161000.0,,10021695000.0,65132169000.0,27056997000.0,,,5635298000.0,32439874000.0,,675523530000.0,9801139000.0,5899879000.0,3901260000.0,1023103000.0,224375000.0,798728000.0,4699988000.0,225069000.0,349053000.0,5274110000.0,647227000.0,4626883000.0,,1478551000.0,387542000.0,180904000.0,2579886000.0,5760000.0,103401000.0,2482245000.0,,725254000.0,,1756991000.0,,,,,,,,1756991000.0,4773059000.0,-735621000.0,,-351398000.0,-13334000.0,-355852000.0,-17570000.0,1490000.0,1043000.0,-159133000.0,-159133000.0,,5635296000.0,3.51,12.67,0.97,108.71,4.13,78.14,5.58,,,,65132169000.0,,9.55,9.55
NICA,2072/2073,2015/2016,80467819000.0,7729439000.0,0.0,0.0,0.0,58457112000.0,0.0,0.0,12889815000.0,12889815000.0,0.0,0.0,0.0,864358000.0,0.0,0.0,0.0,0.0,0.0,864358000.0,527095000.0,73018583000.0,2350000000.0,0.0,0.0,1850000000.0,500000000.0,69487997000.0,1180586000.0,0.0,0.0,0.0,0.0,0.0,7449233000.0,4575374000.0,2873859000.0,0.0,0.0,0.0,0.0,80467816000.0,4421136000.0,2444176000.0,1976960000.0,0.0,0.0,311195000.0,0.0,0.0,344317000.0,2632472000.0,-91325000.0,2723797000.0,,697332000.0,507843000.0,0.0,1518622000.0,21507000.0,0.0,1540129000.0,,470039000.0,0.0,1070090000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICA,2073/2074,2016/2017,104112657000.0,3479828000.0,11755135000.0,0.0,0.0,72876178000.0,0.0,0.0,10119615000.0,10019615000.0,100000000.0,0.0,0.0,5881901000.0,0.0,0.0,0.0,0.0,35387000.0,5846514000.0,889211000.0,93243296000.0,501468000.0,0.0,0.0,1550000000.0,501468000.0,86697140000.0,6044688000.0,0.0,0.0,0.0,0.0,0.0,10869361000.0,6692597000.0,4176764000.0,0.0,0.0,0.0,0.0,104112657000.0,6901556000.0,4362483000.0,2539073000.0,699547000.0,49919000.0,649628000.0,0.0,0.0,227136000.0,3415837000.0,-155527000.0,3571364000.0,,911722000.0,710196000.0,0.0,1949446000.0,123715000.0,0.0,2073161000.0,,634134000.0,0.0,1439027000.0,-150962000.0,1288065000.0,0.0,1288065000.0,0.0,196188000.0,1091877000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICA,2074/2075,2017/2018,174932551000.0,7088542000.0,17769577000.0,0.0,0.0,121355917000.0,0.0,0.0,14254863000.0,13984863000.0,270000000.0,0.0,0.0,14463652000.0,0.0,0.0,0.0,0.0,49832000.0,14413820000.0,0.0,162712905000.0,3488299000.0,0.0,0.0,12500000.0,3488299000.0,151200984000.0,8023622000.0,0.0,0.0,0.0,0.0,0.0,12219645000.0,8026813000.0,4192832000.0,0.0,0.0,0.0,0.0,174932550000.0,13296176000.0,9335099000.0,3961077000.0,958051000.0,96498000.0,861553000.0,0.0,0.0,286919000.0,5109549000.0,-45343000.0,5154892000.0,,1548306000.0,1349823000.0,0.0,2256763000.0,-76540000.0,0.0,2180223000.0,,659664000.0,0.0,1520559000.0,-23888000.0,1496671000.0,0.0,1496671000.0,0.0,672014000.0,824657000.0,,,,,,,,,,,,,,,5.1,12.54,0.06,1550.48,7.67,74.12,11.16,,,,,,,
NICA,2075/2076,2018/2019,217702263200.0,20214540270.0,16481865250.0,16097915250.0,383950000.0,149506059500.0,6923285130.0,142582774400.0,19633397570.0,18152959020.0,1204500000.0,0.0,275938560.0,9282680820.0,7006010610.0,0.0,3345414140.0,0.0,2166179910.0,110490300.0,2583719790.0,202736450300.0,16560285030.0,8535646470.000001,314541460.0,10149433000.0,7710097100.0,176820688900.0,9355476390.0,0.0,240290290.0,209403520.0,0.0,1992373650.0,14965812850.0,8834228700.0,6131584150.0,0.0,2251116680.0,3880467470.0,0.0,217702263200.0,19345593620.0,12385561030.0,6960032590.0,2248910770.0,127599150.0,2121311620.0,9081344210.0,348920820.0,75974200.0,9506239220.0,590149390.0,8916089830.0,,2486790610.0,1649858500.0,204032940.0,4575407770.0,28959010.0,104165470.0,4500201300.0,,1366001450.0,80895780.0,3053304070.0,296997880.0,3350301940.0,0.0,3053304070.0,683371280.0,217075320.0,2152857470.0,3053304065000.0,,683371276000.0,,610660813000.0,635106000.0,71428572000.0,30533041000.0,,-29886256000.0,217075317000.0,217075317000.0,,2152857472000.0,4.41,13.48,0.46,272.47,6.97,74.84,9.48,,,,,,,
NICA,2076/2077,2019/2020,251852885050.0,12294510663.0,,18721482611.0,3368981398.0,,12708077852.0,160185659284.0,,29317244034.0,1264500000.0,0.0,496064382.0,,5636246706.0,9440000.0,4889066498.0,0.0,2994104363.0,112849533.0,3223639123.0,234617349466.0,,9271522999.0,587138515.0,0.0,9655637044.0,201630384459.0,,0.0,1258310004.0,298133395.0,0.0,6902322142.0,17235535584.0,9717651568.0,,0.0,1693777364.0,5824106652.0,,251852885050.0,20723315676.0,13118483968.0,7604831708.0,2643707014.0,159904081.0,2483802933.0,10088634641.0,339613196.0,298163002.0,10726410839.0,1120473789.0,9605937050.0,,2913809360.0,1971775707.0,252738473.0,4467613511.0,19852314.0,57383872.0,4430081953.0,,1265589687.0,43004400.0,3121487866.0,,,,,,,,3121487866.0,,1283213832.0,,624297573.0,572057.0,683333333.0,31214879.0,-56204010.0,,397539889.0,424273251.0,26733362.0,1440734145.0,4.39,13.2,0.75,228.0,5.56,70.29,7.7,,,,17235535584.0,0.0,,
NICA,2077/2078,2020/2021,345940258246.0,23876051962.0,,9072897671.0,,,14303041778.0,248811415255.0,,33061335984.0,1264500000.0,,1275463444.0,,5359380480.0,11800000.0,277201243.0,,5494082643.0,94925233.0,3038162554.0,325248291935.0,,13533656075.0,3238618707.0,,10740937282.0,286820615213.0,,,156803161.0,360890745.0,,5215653913.0,20691966311.0,11564005366.0,,,1953980021.0,7173980924.0,,345940258246.0,23562128326.0,14334625495.0,9227502831.0,1829740414.0,216898083.0,1612842331.0,10840345162.0,277780325.0,219417431.0,11337542918.0,1193435172.0,10144107746.0,,3363345135.0,1613718594.0,368151770.0,4798892247.0,7155255.0,158216336.0,4647831166.0,,1395922812.0,824209.0,3251084145.0,,,,,,,,3251084144.0,,844783248.0,,650216829.0,2453563.0,466000000.0,32510841.0,8352454.0,-312296876.0,484598853.0,484598853.0,150000000.0,1921702043.0,3.73,12.41,0.46,341.1,5.3,81.12,6.84,,,,20691966311.0,,,
NICA,2078/2079,2021/2022,358423654468.0,27591988416.0,,12521711192.0,,,14099444435.0,252443497542.0,,39393738103.0,1264500000.0,,722531322.0,,588216000.0,162822000.0,7119770.0,,6990574616.0,132654932.0,3093072139.0,333270012279.0,,6754201873.0,19727764978.0,,10726356675.0,289903959721.0,,,220610750.0,268469574.0,,5889259458.0,25153642189.0,11564005366.0,,,3845991376.0,9743645447.0,,358423654468.0,33254500125.0,21482312140.0,11772187985.0,2366552432.0,347018662.0,2019533770.0,13791721755.0,200929858.0,304405164.0,14297056776.0,870246113.0,13426810664.0,,4547783184.0,2084368196.0,384717432.0,6409941852.0,62025869.0,31124277.0,6440843444.0,,1926717835.0,-11296752.0,4525422361.0,,,,,,,,4525422361.0,,2109632947.0,,905084472.0,154254.0,1289949667.0,45254224.0,,-130809670.0,2415789414.0,-169350658.0,,2246438758.0,4.4,13.51,0.49,385.25,7.39,86.26,9.25,,,,25153642189.0,,,
NICA,2079/2080,2022/2023,364110859174.0,20236469660.0,,20442107778.0,,,9966477947.0,262098740705.0,,34404124802.0,1204500000.0,,2718429789.0,,2245774880.0,2060000.0,92222182.0,,6904638205.0,140165907.0,3655147319.0,334459581385.0,,3972661638.0,659920000.0,,10731576978.0,311367922421.0,,,200744224.0,293363511.0,,5859406837.0,29651277788.0,11564005366.0,,,3698834034.0,14388438388.0,,364110859173.0,38371659149.0,26000494835.0,12371164314.0,2712005254.0,389527602.0,2322477652.0,14693641966.0,147037615.0,298385661.0,15139065242.0,394197092.0,14744868150.0,,4995499814.0,2528678969.0,393356424.0,6827332943.0,9464582.0,358802635.0,6477994890.0,,1861393229.0,-34736820.0,4651338481.0,,,,,,,,4651338481.0,3427074085.0,2252068215.0,,930267696.0,442912.0,1289949667.0,46513385.0,,-15105445.0,2399270266.0,-2127510318.0,271759949.0,3698834033.0,3.99,13.39,0.8,252.84,7.67,83.55,9.98,,,,29651277788.0,,,
