Company,FiscalYear,FiscalYearAD,TOTAL_ASSETS,CASH_AND_BANK_BALANCE,MONEY_AT_SHORT_NOTICE,Due_from_NRB,Placement_with_BFIs,LOANS,Loans_and_Advances_to_BFIs,Loans_and_Advances_to_Customers,INVESTMENTS,Investment_Securities,Investment_in_Subsidiaries,Investment_in_Associates,Investment_Property,OTHER_ASSETS,Derivative_Financial_Instruments,Other_Trading_Assets,Current_Tax_Assets,Deferred_Tax_Assets,Other_Assets,Goodwill_and_Intangible_Assets,PROPERTY_AND_EQUIPMENT,LIABILITIES,BORROWINGS,Due_to_BFIs,Due_to_NRB,Borrowing,Debt_Securities_Issued,DEPOSITS,OTHER_LIABILITIES_AND_PROVISIONS,Provisions,Current_Tax_Liabilities,Deferred_Tax_Liabilities,Subordinated_Liabilities,Other_Liabilities,SHAREHOLDERS_EQUITY,PAID_UP_CAPITAL,RESERVES_AND_SURPLUSES,Share_Premium,Retained_Earnings,Reserves,Non_Controlling_Interest,TOTAL_LIABILITIES_AND_EQUITY,Interest_Income,Interest_Expense,Net_Interest_Income,Fees_and_Commission_Income,Fees_and_Commission_Expense,Net_Fees_and_Commission_Income,Net_Interest_Fee_and_Commission_Income,Net_Trading_Income,Other_Operating_Income,Total_Operating_Income,Impairment_Charge,Net_Operating_Income,Operating_Expenses,Staff_Expenses,Other_Operating_Expenses,Depreciation_and_Amortization,Operating_Profit,Non_Operating_Income,Non_Operating_Expense,Profit_before_Tax,Income_Tax,Current_Tax,Deferred_Tax,Profit_Loss_for_the_period,Comprehensive_Income,Total_Comprehensive_Income,Regulatory_Adjustment,Net_Profit_Loss_as_per_profit_or_loss,Profit_Required_to_be_Appropriated_to_Statutory_Reserve,Profit_Required_to_be_Transferred_to_Regulatory_Reserve,Distributable_Profit,Net_Profit_or_Loss_as_per_statement_of_Profit_or_Loss,Add:_Opening_Retained_Earning,Profit_required_to_be_appropriated_to_Statutory_Reserve,Appropriations:,General_Reserve,Foreign_Exchange_Fluctuation_Fund,Capital_Redemption_Reserve,Corporate_Social_Responsibility_Fund,Employees'_Training_Fund,Other,Profit_required_to_be_appropriated_to_Regulatory_Reserve,Transfer_to_Regulatory_Reserve,Transfer_from_Regulatory_Reserve,Distributable_Profit_or_(Loss),Interest_Rate_Spread,Capital_Fund_to_RWA,Non-Performing_Loan_(NPL)_to_Total_Loan,Total_Loan_Loss_Provision_to_Total_NPL,Cost_of_Funds,Credit_to_Deposit_Ratio,Base_Rate,Assets,Liabilities,Equity,Total_Equity_Attributable_To_Equity_Holders,Non-Controlling Interest,Tier_1_Capital_to_RWA,CET_1_Capital_to_RWA
NICA,2080/2081,2023/2024,411223903920.0,30956430376.0,,16749169067.0,,,11163617504.0,272099342706.0,,58895083156.0,1194500000.0,,4361667053.0,,3753025095.0,2800000.0,328382073.0,,6291925494.0,180767274.0,5247194121.0,381054886562.0,,7925616683.0,,,10737329063.0,354511846300.0,,,200634489.0,235631663.0,,3897749827.0,30169017358.0,14917566922.0,,,-2304059253.0,17555509689.0,,411223903920.0,38375019312.0,27757846795.0,10617172517.0,2317573797.0,317496740.0,2000077057.0,12617249574.0,128653466.0,423462415.0,13169365455.0,2844325740.0,10325039715.0,,4431908299.0,2060425323.0,814544924.0,3018161169.0,10318074.0,1097300091.0,1931179152.0,,514061579.0,35247852.0,1381869721.0,,,,,,,,1381869720.0,-440382563.0,2102406567.0,,276373944.0,508623.0,1970744029.0,-9882321.0,,-135337708.0,-1143139843.0,-1143139843.0,,-2304059253.0,3.99,11.18,1.74,88.78,6.96,77.98,9.19,,,,30169017358.0,,,
NICA,2081/2082,2024/2025,378764241965.0,17128006061.0,,59224514070.0,,,9899208000.0,224121856104.0,,47488617555.0,1184500000.0,,4639844432.0,,4973047958.0,487900000.0,83508873.0,715907260.0,4677415919.0,156282826.0,4471532907.0,349242484465.0,,7393949036.0,,,12733174440.0,319065897444.0,,,,257846825.0,,5074215677.0,29521757497.0,14917566922.0,,,-5211822272.0,19816012847.0,,378764241962.0,28816212123.0,18559976558.0,10256235565.0,1547164294.0,321859349.0,1225304945.0,11481540510.0,162721578.0,128235561.0,11772497649.0,4144554320.0,7627943329.0,,3693429241.0,1866238047.0,796150183.0,1272125858.0,24064145.0,1079464477.0,216725526.0,,931244301.0,-876092008.0,161573233.0,,,,,,,,161573233.0,-2666972172.0,1459629802.0,,32314647.0,1422685.0,1370744029.0,-7001795.0,80809521.0,-18659285.0,-1246793527.0,-1246793527.0,,-5211822268.0,3.99,14.0,1.87,92.01,4.92,73.97,7.04,,,,29521757497.0,,8.87,8.87
NICA,2082/2083,2025/2026,395715571828.0,18010232471.0,,89962103800.0,,,9331096500.0,212221805446.0,,45245039214.0,1184500000.0,,4460425596.0,,5860462848.0,,,898674158.0,4113365318.0,147608585.0,4315394285.0,366068081621.0,,8599999909.0,,,10904216107.0,337314889669.0,,,144575740.0,,,3243937348.0,29647490210.0,14917566922.0,,,-6248213393.0,20978136681.0,,395715571831.0,6335002939.0,4048964531.0,2286038408.0,395103325.0,62197785.0,332905540.0,2618943948.0,48321817.0,111825660.0,2779091425.0,1186455938.0,1592635487.0,,801385343.0,399032624.0,198695244.0,193522276.0,1230000.0,20236758.0,174515518.0,,236652347.0,-184297691.0,122160862.0,,,,,,,,122160863.0,-5211822272.0,433260366.0,,24432173.0,170577.0,407436007.0,1221609.0,,,-725291619.0,-725291619.0,,-6248213394.0,3.99,14.03,4.24,94.83,4.6,66.08,6.6,,,,29647490210.0,,9.03,9.03
NMB,2072/2073,2015/2016,74659591000.0,10180539000.0,557823000.0,0.0,0.0,53082407000.0,0.0,0.0,8504126000.0,8504126000.0,0.0,0.0,0.0,989177000.0,0.0,0.0,0.0,0.0,0.0,989177000.0,1345519000.0,67708884000.0,1987995000.0,0.0,0.0,1487995000.0,500000000.0,64781463000.0,939426000.0,0.0,0.0,0.0,0.0,0.0,6950708000.0,4486924000.0,2463784000.0,0.0,0.0,0.0,0.0,74659592000.0,4053341000.0,2040059000.0,2013282000.0,0.0,0.0,351735000.0,0.0,0.0,224256000.0,2589273000.0,-120259000.0,2709532000.0,,659586000.0,456570000.0,0.0,1593376000.0,59422000.0,0.0,1652798000.0,,502484000.0,0.0,1150314000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMB,2073/2074,2016/2017,87211515000.0,3039759000.0,11884752000.0,0.0,0.0,61508690000.0,0.0,0.0,8427662000.0,8279110000.0,148552000.0,0.0,0.0,2350652000.0,0.0,0.0,0.0,0.0,15697000.0,2334955000.0,1415356000.0,76256744000.0,1697431000.0,0.0,0.0,1179883000.0,517548000.0,73441446000.0,1117867000.0,0.0,0.0,0.0,0.0,0.0,10954770000.0,6461774000.0,4492996000.0,0.0,0.0,0.0,0.0,87211514000.0,6100077000.0,3505347000.0,2594730000.0,360631000.0,51082000.0,309549000.0,0.0,0.0,632893000.0,3537172000.0,-33697000.0,3570869000.0,,830116000.0,656223000.0,0.0,2084530000.0,54663000.0,0.0,2139193000.0,,652438000.0,0.0,1486755000.0,-37899000.0,1448856000.0,0.0,1486755000.0,0.0,19408000.0,1467347000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMB,2074/2075,2017/2018,105622240000.0,6361455000.0,6728981000.0,0.0,0.0,75857098000.0,0.0,0.0,9244782000.0,8996230000.0,248552000.0,0.0,0.0,7429924000.0,0.0,0.0,0.0,0.0,22054000.0,7407870000.0,0.0,88824409000.0,1683979000.0,0.0,0.0,1166431000.0,517548000.0,84728741000.0,2411689000.0,0.0,0.0,0.0,0.0,0.0,16797833000.0,7603291000.0,9194542000.0,0.0,0.0,0.0,0.0,105622242000.0,8717934000.0,5824686000.0,2893248000.0,419928000.0,62708000.0,357220000.0,0.0,0.0,718786000.0,3969254000.0,-314554000.0,4283808000.0,,1025374000.0,727249000.0,0.0,2531185000.0,120311000.0,0.0,2651496000.0,,630560000.0,0.0,2020936000.0,2149000.0,2023085000.0,0.0,2020936000.0,0.0,207971000.0,1812965000.0,2020937000.0,,0.0,,,,,,,,-207971000.0,-207971000.0,,1812966000.0,3.16,15.88,0.88,183.99,7.46,77.72,10.7,,,,,,,
NMB,2075/2076,2018/2019,136425090000.0,8095758000.0,12995635000.0,10818537000.0,2177098000.0,91806144000.0,3317962000.0,88488182000.0,10667819000.0,10316351000.0,248552000.0,0.0,102916000.0,11281835000.0,8595482000.0,340390000.0,956950000.0,66869000.0,1206735000.0,115409000.0,1577899000.0,118969296000.0,9535184000.0,624365000.0,3203523000.0,3468060000.0,2239236000.0,97892302000.0,11541810000.0,9078000.0,966549000.0,0.0,0.0,2107809000.0,17455793000.0,9618163000.0,7837630000.0,2512799000.0,1792975000.0,3531856000.0,0.0,136425089000.0,11104234000.0,6838038000.0,4266196000.0,1003531000.0,93955000.0,909576000.0,5175772000.0,352049000.0,210374000.0,5738195000.0,163122000.0,5575073000.0,,1419153000.0,700390000.0,176793000.0,3278737000.0,17091000.0,17586000.0,3278242000.0,,968188000.0,0.0,2310054000.0,625000.0,2310679000.0,0.0,2310054000.0,591896000.0,443365000.0,1274793000.0,2310053000.0,,591896000.0,,462011000.0,22003000.0,90453000.0,17429000.0,,,443366000.0,444879000.0,1513000.0,1274793000.0,4.26,15.32,0.82,184.52,7.26,76.88,9.86,,,,,,,
NMB,2076/2077,2019/2020,179423373000.0,11101113000.0,,15250101000.0,3304242000.0,,4641005000.0,115703255000.0,,14998756000.0,372488000.0,0.0,79648000.0,,10066296000.0,266890000.0,55886000.0,270789000.0,1431601000.0,122865000.0,1758439000.0,158556919000.0,,3150015000.0,4832502000.0,3416310000.0,2279834000.0,131660368000.0,,0.0,68873000.0,0.0,0.0,3209677000.0,20866454000.0,13950987000.0,,120167000.0,964014000.0,5831285000.0,,179423373000.0,14472366000.0,8946753000.0,5525613000.0,914171000.0,106923000.0,807248000.0,6332861000.0,384157000.0,218035000.0,6935053000.0,1619605000.0,5315448000.0,,1706503000.0,932259000.0,242023000.0,2434663000.0,627146000.0,59898000.0,3001911000.0,,731243000.0,0.0,2270668000.0,,,,,,,,2270670000.0,,788018000.0,,454134000.0,24010000.0,287167000.0,22707000.0,3702000.0,,55824000.0,156722000.0,100898000.0,1426828000.0,4.05,14.56,2.68,125.35,6.99,72.68,8.95,,,,20866454000.0,0.0,,
NMB,2077/2078,2020/2021,231545990000.0,12433017000.0,,19218519000.0,2717149000.0,,5210215000.0,150998435000.0,,18907214000.0,372488000.0,,97942000.0,,17161392000.0,2660000.0,98487000.0,248887000.0,2224721000.0,112949000.0,1741915000.0,207590071000.0,,2045653000.0,7597982000.0,7443810000.0,5293994000.0,164408149000.0,,,202972000.0,,,3673447000.0,23955919000.0,16325961000.0,,120167000.0,2247129000.0,5382830000.0,,231545990000.0,14001572000.0,8323034000.0,5678537000.0,1176850000.0,138075000.0,1038775000.0,6717313000.0,364108000.0,359349000.0,7440771000.0,382355000.0,7058416000.0,,2096709000.0,858510000.0,269070000.0,3834127000.0,39072000.0,15213000.0,3857986000.0,,1179090000.0,-51698000.0,2730594000.0,,,,,,,,2730594000.0,,218892000.0,,546119000.0,63402000.0,-289437000.0,22757000.0,3364000.0,-63911000.0,176909000.0,212760000.0,-35851000.0,2334793000.0,3.09,15.09,2.27,131.88,5.79,77.06,7.33,,,,23955919000.0,,,
NMB,2078/2079,2021/2022,255814112000.0,15428458000.0,,13747314000.0,3782289000.0,,5920095000.0,175788057000.0,,29083063000.0,372488000.0,,295162000.0,,5293773000.0,238820000.0,48473000.0,339779000.0,3847574000.0,153684000.0,1762378000.0,228606431000.0,,2070495000.0,8996367000.0,12997400000.0,8127854000.0,184829048000.0,,,88529000.0,,,6145641000.0,27207681000.0,18366706000.0,,,2392410000.0,6448565000.0,,255814112000.0,19333573000.0,12781323000.0,6552250000.0,1650840000.0,215870000.0,1434969000.0,7987220000.0,272407000.0,445375000.0,8705001000.0,-484317000.0,9189318000.0,,2600641000.0,1083488000.0,292248000.0,5212942000.0,2657000.0,46756000.0,5168843000.0,1121499000.0,1579057000.0,-111531000.0,3701317000.0,,,,,,,,3701317000.0,23685000.0,-844598000.0,,-740263000.0,-17025000.0,-50134000.0,-19613000.0,-20286000.0,2724000.0,2856719000.0,-487994000.0,,2392410000.0,4.05,13.76,1.33,176.2,5.86,87.75,9.38,,,,27207681000.0,,,
NMB,2079/2080,2022/2023,288166111000.0,23958280000.0,,15059481000.0,755846000.0,,7116529000.0,189323077000.0,,32363064000.0,772488000.0,,700348000.0,,10850079000.0,24750000.0,114563000.0,448920000.0,4864386000.0,178690000.0,1750173000.0,259552034000.0,,2737258000.0,3285987000.0,14814903000.0,11911942000.0,210304687000.0,,,33111000.0,,,5403801000.0,28614077000.0,18366706000.0,,,1501890000.0,8745481000.0,,288166111000.0,26622440000.0,18280000000.0,8342440000.0,1832119000.0,284654000.0,1547465000.0,9889905000.0,236285000.0,204147000.0,10330337000.0,1166143000.0,9164194000.0,,2719048000.0,1181584000.0,319388000.0,4944174000.0,9986000.0,76148000.0,4878012000.0,,1512702000.0,-45190000.0,3410500000.0,,,,,,,,3410499000.0,1550781000.0,-1030427000.0,,-682100000.0,-14768000.0,-352381000.0,-24773000.0,-5394000.0,48989000.0,2380072000.0,1466361000.0,-1515253000.0,1501889000.0,3.99,12.8,2.72,109.11,7.34,83.46,10.37,,,,28614077000.0,,,
NMB,2080/2081,2023/2024,295101561000.0,22570603000.0,,14710491000.0,3035765000.0,,8212671000.0,194338841000.0,,33772796000.0,772488000.0,,851437000.0,,7583922000.0,21050000.0,131256000.0,420322000.0,5482296000.0,148628000.0,3070044000.0,266031809000.0,,3163180000.0,2948951000.0,11552656000.0,11911942000.0,223942592000.0,,,358843000.0,,,4801688000.0,29069752000.0,18366706000.0,,,238965000.0,10464081000.0,,295101561000.0,25827846000.0,18330791000.0,7497055000.0,1985622000.0,311224000.0,1674398000.0,9171453000.0,274921000.0,231502000.0,9677876000.0,1921077000.0,7756799000.0,,2642052000.0,1286801000.0,321868000.0,3506078000.0,3442000.0,166294000.0,3343226000.0,,1039470000.0,-32844000.0,2336600000.0,,,,,,,,2336599000.0,-702614000.0,-720384000.0,,-467320000.0,-17183000.0,-237301000.0,12215000.0,-10795000.0,,-674636000.0,-674636000.0,,238965000.0,3.99,12.82,3.27,120.79,7.31,83.91,8.42,,,,29069752000.0,,,
NMB,2081/2082,2024/2025,352101479000.0,33385654000.0,,16489123000.0,10264420000.0,,10514170000.0,229119342000.0,,32508745000.0,772488000.0,,1784193000.0,,8681416000.0,700000.0,128541000.0,316475000.0,4337601000.0,127174000.0,3800678000.0,319499716000.0,,6029457000.0,4116976000.0,3987500000.0,12384569000.0,280926468000.0,,,16278000.0,,,7459884000.0,32601761000.0,18366706000.0,,,1909467000.0,12325588000.0,,352101477000.0,22267952000.0,14247058000.0,8020894000.0,2423826000.0,242075000.0,2181751000.0,10202645000.0,360571000.0,318466000.0,10881682000.0,958082000.0,9923600000.0,,3080564000.0,1108236000.0,384593000.0,5350207000.0,3951000.0,658746000.0,4695412000.0,,1454793000.0,-41172000.0,3281791000.0,,,,,,,,3281791000.0,-93841000.0,-1302962000.0,,-656358000.0,-566666000.0,-33351000.0,-8107000.0,-18480000.0,-20000000.0,24479000.0,24479000.0,,1909467000.0,3.82,12.03,3.72,101.14,5.06,84.33,6.22,,,,32601761000.0,,9.18,9.18
NMB,2082/2083,2025/2026,360220851000.0,34385915000.0,,18505741000.0,10253138000.0,,10890253000.0,234023130000.0,,31261761000.0,772488000.0,,1772517000.0,,9492524000.0,,,385133000.0,4555812000.0,120240000.0,3780900000.0,327290460000.0,,3344595000.0,,3553938000.0,12150824000.0,290605382000.0,,,210342000.0,,,7932855000.0,32930391000.0,18366706000.0,,,1943318000.0,12620367000.0,,360220851000.0,5594323000.0,3107070000.0,2487253000.0,812588000.0,96402000.0,716186000.0,3203439000.0,165828000.0,75658000.0,3444925000.0,713962000.0,2730963000.0,,808774000.0,373683000.0,50042000.0,1498464000.0,922000.0,190839000.0,1308547000.0,,392564000.0,,915983000.0,,,,,,,,915983000.0,1572016000.0,-350955000.0,,-183197000.0,-7554000.0,-141667000.0,-9160000.0,-9377000.0,,-193727000.0,-193727000.0,,1943317000.0,3.89,12.07,4.58,92.33,4.05,81.88,5.89,,,,32930391000.0,,9.01,9.01
PCBL,2072/2073,2015/2016,54698344050.0,7824890930.0,448224480.0,0.0,0.0,40289291870.0,0.0,0.0,5070194360.0,5070194360.0,0.0,0.0,0.0,690956790.0,0.0,0.0,0.0,0.0,0.0,690956790.0,374785620.0,49237323360.0,9000000.0,0.0,0.0,9000000.0,0.0,48353057960.0,875265400.0,0.0,0.0,0.0,0.0,0.0,5461020690.0,3705262260.0,1755758430.0,0.0,0.0,0.0,0.0,54698344050.0,3556635230.0,1968130400.0,1588504830.0,0.0,0.0,301501070.0,0.0,0.0,330777010.0,2220782910.0,-3748900.0,2224531810.0,,365533240.0,257300630.0,0.0,1601697940.0,10068830.0,0.0,1611766770.0,,483530030.0,0.0,1128236740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCBL,2073/2074,2016/2017,78698950000.0,4294355000.0,10227736000.0,0.0,0.0,58682070000.0,0.0,0.0,4333078000.0,4333078000.0,0.0,0.0,0.0,581458000.0,0.0,0.0,0.0,0.0,5264000.0,576194000.0,580253000.0,68781682000.0,1494861000.0,0.0,0.0,1494861000.0,0.0,66005991000.0,1280830000.0,0.0,0.0,0.0,0.0,0.0,9917267000.0,8033299000.0,1883968000.0,0.0,0.0,0.0,0.0,78698949000.0,5226291000.0,3304386000.0,1921905000.0,505067000.0,16748000.0,488319000.0,0.0,0.0,306697000.0,2716921000.0,-81870000.0,2798791000.0,,499489000.0,276124000.0,0.0,2023178000.0,0.0,0.0,2023178000.0,,658510000.0,0.0,1364668000.0,51748000.0,1416416000.0,0.0,1364668000.0,0.0,-103275000.0,1467943000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCBL,2074/2075,2017/2018,96060534000.0,4220974000.0,11782486000.0,0.0,0.0,70927683000.0,0.0,0.0,7666621000.0,7638621000.0,28000000.0,0.0,0.0,901449000.0,0.0,0.0,0.0,0.0,5279000.0,896170000.0,561321000.0,84315522000.0,1269890000.0,0.0,0.0,1269890000.0,0.0,81313340000.0,1732292000.0,0.0,0.0,0.0,0.0,0.0,11745013000.0,8033299000.0,3711714000.0,0.0,0.0,0.0,0.0,96060535000.0,8560059000.0,5893775000.0,2666284000.0,743185000.0,26692000.0,716493000.0,0.0,0.0,339053000.0,3721830000.0,69911000.0,3651919000.0,,629257000.0,361285000.0,0.0,2661377000.0,47233000.0,0.0,2661377000.0,,719067000.0,0.0,1942310000.0,-103751000.0,1838559000.0,0.0,1942310000.0,0.0,50270000.0,1892040000.0,,,,,,,,,,,,,,,4.28,12.54,0.66,222.4,8.04,75.22,10.47,,,,,,,
PCBL,2075/2076,2018/2019,102426299000.0,5304983310.0,8926710890.0,7807981180.0,1118729720.0,75531238910.0,3012624840.0,72518614080.0,10446120900.0,10143371170.0,28000000.0,51023000.0,251726730.0,1472297570.0,0.0,0.0,162718410.0,51950490.0,1249919690.0,7708980.0,744947390.0,88846891570.0,10487112650.0,9217763320.0,1269349320.0,1466751000.0,0.0,77040074370.0,1319704540.0,0.0,0.0,0.0,0.0,1319704540.0,13579407410.0,9318626690.0,4260780719.9999995,0.0,1651332470.0,2609448250.0,0.0,102426299000.0,9833846030.0,6236020970.0,3597825060.0,766010990.0,53484810.0,712526180.0,4310351240.0,234439300.0,78471480.0,4623262030.0,24989350.0,4598272680.0,,886321280.0,358827760.0,79946060.0,3273177580.0,2556000.0,0.0,3273177580.0,,907843440.0,0.0,2365334140.0,6362660.0,2371696800.0,0.0,2365334140.0,475644620.0,288916890.0,1600772630.0,2365334138000.0,,475644624000.0,,473066828000.0,834025000.0,,23653341000.0,663534000.0,-22573104000.0,288916885000.0,288916885000.0,,1600772628000.0,4.32,12.78,0.92,175.36,7.9,77.0,10.03,,,,,,,
PCBL,2076/2077,2019/2020,152219666442.0,10379968108.0,,8716147441.0,2260117991.0,,4122879152.0,110454295534.0,,13684280894.0,0.0,60023000.0,495844517.0,,0.0,0.0,172838831.0,48826751.0,743013458.0,15995335.0,1065435431.0,131673730084.0,,10350291413.0,121197355.0,0.0,0.0,119441613623.0,,0.0,335766043.0,0.0,0.0,1760627693.0,20545936358.0,13985249504.0,,644823.0,1764348421.0,4795693610.0,,152219666442.0,12210421226.0,7592610456.0,4617810770.0,902550794.0,69661334.0,832889460.0,5450700230.0,267526501.0,61856098.0,5780082829.0,782960207.0,4997122622.0,,1080277143.0,505877882.0,140734397.0,3270233200.0,0.0,1972150.0,3270333200.0,977430622.0,977430622.0,,2292902578.0,,,,,,,,2292802576.0,,443622294.0,,458560515.0,879041.0,,22928026.0,2778830.0,-38745288.0,233461750.0,256065732.0,22603982.0,1615718532.0,4.22,13.4,1.54,140.42,7.14,74.54,8.62,,,,20545936358.0,0.0,,
PCBL,2077/2078,2020/2021,190550902385.0,7864971018.0,,10497986812.0,4766883849.0,,6097717932.0,135376649719.0,,23426854321.0,,46023000.0,365775958.0,,,,331561840.0,39719905.0,739695412.0,22781269.0,1014001256.0,166626202994.0,,6040221001.0,2360808929.0,,2440968911.0,154149965445.0,,,226019603.0,49368548.0,,1584870159.0,23924699391.0,16083036900.0,,644823.0,2777225036.0,5064437456.0,,190550902385.0,14012734443.0,8060623432.0,5952111012.0,1405298567.0,105566561.0,1299732006.0,7251843017.0,321266753.0,289061550.0,7862171320.0,775792432.0,7086378888.0,,1589035692.0,613384481.0,184743025.0,4699215690.0,,,4699215690.0,1444438269.0,1444438269.0,,3254777421.0,,,,,,,,3254777421.0,,660525295.0,,650955484.0,648095.0,,32547774.0,,-23626058.0,-68934997.0,13414837.0,82349834.0,2663187123.0,4.09,15.1,1.19,191.15,5.74,79.6,7.21,,,,23924699391.0,,,
PCBL,2078/2079,2021/2022,209735911984.0,11620911866.0,,8860332435.0,144901159.0,,6672760600.0,148166954677.0,,31402844583.0,,46023000.0,536542044.0,,,,270548065.0,94806436.0,845575292.0,19794501.0,1053917325.0,182181886359.0,,6096829391.0,4556140870.0,,9145519492.0,160203350799.0,,,83549345.0,68125978.0,,2180045807.0,27554025624.0,18656322804.0,,,2390747434.0,6506955386.0,,209735911984.0,18516923982.0,12037486695.0,6479437287.0,1155641903.0,142548201.0,1013093702.0,7492530989.0,231163380.0,234742619.0,7958436988.0,188282704.0,7770154284.0,,1704954668.0,644985803.0,183256967.0,5236956846.0,,,5236956846.0,1555724823.0,1629655570.0,-73930747.0,3681232023.0,,,,,,,,3681232023.0,44343409.0,-779214773.0,,-736246405.0,-481102.0,,-36812320.0,-15405820.0,9730874.0,2902017250.0,-555613225.0,,2390747434.0,4.37,13.33,1.4,158.39,8.31,87.2,9.99,,,,27554025624.0,,,
PCBL,2079/2080,2022/2023,221951884282.0,14305373289.0,,12049737956.0,2467564323.0,,6499334100.0,154475391779.0,,29085105908.0,,46023000.0,1639671339.0,,,,200229750.0,123306272.0,1100272906.0,371835678.0,2055602305.0,193536752849.0,,4511658408.0,57560000.0,2630000000.0,9151896824.0,174058036674.0,,,101810117.0,,,3185160943.0,28415131433.0,19402575716.0,,,204839981.0,8807715736.0,,221951884282.0,23299301305.0,16019557603.0,7279743702.0,1238595279.0,177659618.0,1060935661.0,8340679363.0,150351334.0,421731584.0,8912762281.0,2919681442.0,5993080839.0,,1736167980.0,527672975.0,322500161.0,3406739723.0,,72077294.0,3334662429.0,,1101542657.0,-30034315.0,2263154087.0,,,,,,,,2263154087.0,1738854392.0,-471481359.0,,-452630817.0,,,-22631541.0,-6298862.0,10079861.0,1791672728.0,-1534014411.0,,204839981.0,3.98,12.28,4.23,107.25,8.67,88.72,10.57,,,,28415131433.0,,,
PCBL,2080/2081,2023/2024,267343533090.0,11435837812.0,,9697968737.0,1152687068.0,,8882922959.0,181514113723.0,,47583463732.0,,46023000.0,1911871567.0,,,,68010938.0,270232273.0,2331881367.0,373923455.0,2074596459.0,236414227202.0,,10120800618.0,,2674000000.0,9159434708.0,211244583574.0,,,22469153.0,,,3215408302.0,30929305888.0,19402575716.0,,,1199673959.0,10327056213.0,,267343533090.0,25850426669.0,17841281400.0,8009145269.0,1740477921.0,194334724.0,1546143197.0,9555288466.0,153614947.0,238498173.0,9947401586.0,1243849231.0,8703552355.0,,2127881653.0,529399817.0,351338020.0,5694932865.0,,266712141.0,5428220724.0,,1645742797.0,8175116.0,3774302811.0,,,,,,,,3774302811.0,-666951154.0,-792279689.0,,-754860562.0,,,-37743028.0,-11274076.0,11597977.0,-1115398008.0,-1115398008.0,,1199673960.0,3.98,11.9,4.67,108.49,7.03,86.2,8.49,,,,30929305888.0,,,
