Company,FiscalYear,FiscalYearAD,TOTAL_ASSETS,CASH_AND_BANK_BALANCE,MONEY_AT_SHORT_NOTICE,Due_from_NRB,Placement_with_BFIs,LOANS,Loans_and_Advances_to_BFIs,Loans_and_Advances_to_Customers,INVESTMENTS,Investment_Securities,Investment_in_Subsidiaries,Investment_in_Associates,Investment_Property,OTHER_ASSETS,Derivative_Financial_Instruments,Other_Trading_Assets,Current_Tax_Assets,Deferred_Tax_Assets,Other_Assets,Goodwill_and_Intangible_Assets,PROPERTY_AND_EQUIPMENT,LIABILITIES,BORROWINGS,Due_to_BFIs,Due_to_NRB,Borrowing,Debt_Securities_Issued,DEPOSITS,OTHER_LIABILITIES_AND_PROVISIONS,Provisions,Current_Tax_Liabilities,Deferred_Tax_Liabilities,Subordinated_Liabilities,Other_Liabilities,SHAREHOLDERS_EQUITY,PAID_UP_CAPITAL,RESERVES_AND_SURPLUSES,Share_Premium,Retained_Earnings,Reserves,Non_Controlling_Interest,TOTAL_LIABILITIES_AND_EQUITY,Interest_Income,Interest_Expense,Net_Interest_Income,Fees_and_Commission_Income,Fees_and_Commission_Expense,Net_Fees_and_Commission_Income,Net_Interest_Fee_and_Commission_Income,Net_Trading_Income,Other_Operating_Income,Total_Operating_Income,Impairment_Charge,Net_Operating_Income,Operating_Expenses,Staff_Expenses,Other_Operating_Expenses,Depreciation_and_Amortization,Operating_Profit,Non_Operating_Income,Non_Operating_Expense,Profit_before_Tax,Income_Tax,Current_Tax,Deferred_Tax,Profit_Loss_for_the_period,Comprehensive_Income,Total_Comprehensive_Income,Regulatory_Adjustment,Net_Profit_Loss_as_per_profit_or_loss,Profit_Required_to_be_Appropriated_to_Statutory_Reserve,Profit_Required_to_be_Transferred_to_Regulatory_Reserve,Distributable_Profit,Net_Profit_or_Loss_as_per_statement_of_Profit_or_Loss,Add:_Opening_Retained_Earning,Profit_required_to_be_appropriated_to_Statutory_Reserve,Appropriations:,General_Reserve,Foreign_Exchange_Fluctuation_Fund,Capital_Redemption_Reserve,Corporate_Social_Responsibility_Fund,Employees'_Training_Fund,Other,Profit_required_to_be_appropriated_to_Regulatory_Reserve,Transfer_to_Regulatory_Reserve,Transfer_from_Regulatory_Reserve,Distributable_Profit_or_(Loss),Interest_Rate_Spread,Capital_Fund_to_RWA,Non-Performing_Loan_(NPL)_to_Total_Loan,Total_Loan_Loss_Provision_to_Total_NPL,Cost_of_Funds,Credit_to_Deposit_Ratio,Base_Rate,Assets,Liabilities,Equity,Total_Equity_Attributable_To_Equity_Holders,Non-Controlling Interest,Tier_1_Capital_to_RWA,CET_1_Capital_to_RWA
PCBL,2081/2082,2024/2025,317147016929.0,13558945679.0,,19567391102.0,3759755176.0,,8888477033.0,210461724383.0,,52369045172.0,,46023000.0,3943962799.0,,,,,414690706.0,1815313815.0,385861036.0,1935827028.0,283440127263.0,,4659806860.0,,2750000000.0,9167406736.0,263360694622.0,,,54975361.0,,,3447243684.0,33706889667.0,19402575716.0,,,2780819221.0,11523494730.0,,317147016930.0,23532707980.0,14710273684.0,8822434296.0,1927567032.0,220249869.0,1707317163.0,10529751459.0,240326974.0,397441596.0,11167520029.0,1419496350.0,9748023679.0,,2341144257.0,553147740.0,295715520.0,6558016162.0,1896747.0,621290984.0,5938621925.0,,1939827334.0,-25636975.0,4024431566.0,,,,,,,,4024431566.0,25210661.0,-833290333.0,,-804886313.0,-794549.0,,-40244316.0,1573166.0,10267130.0,-435532674.0,-435532674.0,,2780819220.0,3.69,11.74,5.56,93.09,5.21,83.39,6.49,,,,33706889667.0,,10.39,10.39
PCBL,2082/2083,2025/2026,316629560492.0,13411900634.0,,13697779887.0,3840303391.0,,8477630793.0,214956435768.0,,53426608644.0,,46023000.0,4257550394.0,,,,,654069423.0,1548443024.0,387962773.0,1924852761.0,281836609362.0,,3309280748.0,,2811000000.0,9167406736.0,261753134512.0,,,644677163.0,,,4151110203.0,34792951129.0,19402575716.0,,,3044609508.0,12345765905.0,,316629560491.0,5896339615.0,3488892018.0,2407447597.0,709384904.0,38920070.0,670464834.0,3077912431.0,86254841.0,286326822.0,3450494094.0,480981718.0,2969512376.0,,675955199.0,180598000.0,37132153.0,2075827024.0,876612.0,277699583.0,1799004053.0,,703476811.0,-162902831.0,1258430073.0,,,,,,,,1258430073.0,2786894342.0,-270862661.0,,-251686015.0,,,-12584301.0,-6754196.0,161851.0,-729852247.0,-729852247.0,,3044609507.0,3.9,12.17,5.86,90.42,4.79,82.65,6.08,,,,34792951129.0,,10.18,10.18
SANIMA,2072/2073,2015/2016,56311046000.0,3578060000.0,0.0,0.0,0.0,40441858000.0,0.0,0.0,10825931000.0,10825931000.0,0.0,0.0,0.0,818649000.0,0.0,0.0,0.0,0.0,0.0,818649000.0,646548000.0,50873059000.0,3651940000.0,0.0,0.0,3281940000.0,370000000.0,46423307000.0,797812000.0,0.0,0.0,0.0,0.0,0.0,5437988000.0,4022032000.0,1415956000.0,0.0,0.0,0.0,0.0,56311047000.0,3273268000.0,1550960000.0,1722308000.0,0.0,0.0,242237000.0,0.0,0.0,234851000.0,2199396000.0,131768000.0,2067628000.0,,407481000.0,327746000.0,0.0,1332401000.0,154295000.0,0.0,1486696000.0,,441146000.0,0.0,1045550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANIMA,2073/2074,2016/2017,70029377000.0,2948780000.0,6247545000.0,0.0,0.0,52190082000.0,0.0,0.0,6945394000.0,6835394000.0,110000000.0,0.0,0.0,984495000.0,0.0,0.0,0.0,0.0,3315000.0,981180000.0,713081000.0,60512184000.0,981009000.0,0.0,0.0,611009000.0,370000000.0,58264575000.0,1266600000.0,0.0,0.0,0.0,0.0,0.0,9517192000.0,6897634000.0,2619558000.0,0.0,0.0,0.0,0.0,70029376000.0,5111565000.0,2794577000.0,2316988000.0,458527000.0,32045000.0,426482000.0,0.0,0.0,248038000.0,2991508000.0,29746000.0,2961762000.0,,519499000.0,377882000.0,0.0,2064381000.0,40928000.0,0.0,2105309000.0,,633448000.0,0.0,1471861000.0,-7168000.0,1464693000.0,0.0,1471861000.0,0.0,138819000.0,1333042000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANIMA,2074/2075,2017/2018,92558085000.0,4530152000.0,6257328000.0,0.0,0.0,70026333000.0,0.0,0.0,10141492000.0,9891492000.0,250000000.0,0.0,0.0,720934000.0,0.0,0.0,0.0,0.0,56551000.0,664383000.0,881846000.0,81268553000.0,728950000.0,0.0,0.0,358950000.0,370000000.0,79196339000.0,1343264000.0,0.0,0.0,0.0,0.0,0.0,11289532000.0,8001255000.0,3288277000.0,0.0,0.0,0.0,0.0,92558085000.0,8053306000.0,5092455000.0,2960851000.0,701397000.0,50152000.0,651245000.0,0.0,0.0,341424000.0,3953520000.0,-3431000.0,3956951000.0,,806910000.0,481469000.0,0.0,2668572000.0,161000.0,0.0,2668733000.0,,802074000.0,0.0,1866659000.0,-82101000.0,1784558000.0,0.0,1866659000.0,0.0,172996000.0,1693663000.0,1866659000.0,,0.0,,,,,,,,-172996000.0,-172996000.0,,1693663000.0,4.66,12.91,0.03,4082.07,7.42,76.99,10.66,,,,,,,
SANIMA,2075/2076,2018/2019,109037071100.0,4636422440.0,3608896290.0,2781194460.0,827701830.0,83270159580.0,2020420380.0,81249739200.0,13861189900.0,13611189900.0,250000000.0,0.0,0.0,2509856190.0,85066890.0,484421810.0,0.0,50958760.0,1818171080.0,71237650.0,1150546670.0,97136662280.0,6438090070.0,3694458440.0,1018919630.0,2393641000.0,1724712000.0,89373729160.0,1324843040.0,27224380.0,24826030.0,0.0,0.0,1272792640.0,11900408800.0,8001255440.0,3899153360.0,0.0,1642198850.0,2256954500.0,0.0,109037071100.0,10649421300.0,6549283720.0,4100137590.0,785557930.0,73254190.0,712303730.0,4812441320.0,396769100.0,41086570.0,5250296990.0,213811230.0,5036485750.0,,1179842840.0,512108190.0,138226410.0,3206308320.0,1288070.0,6336670.0,3201259720.0,,957870720.0,0.0,2243389000.0,-1884280.0,2241504720.0,0.0,2243389000.0,528337410.00000006,89358520.0,1625693070.0,2243389002.0,,528337406.0,,448677800.0,4368573.0,52857143.0,22433890.0,,,89358520.0,89358520.0,,1625693075.0,4.35,13.11,0.08,1544.8,7.39,77.91,9.45,,,,,,,
SANIMA,2076/2077,2019/2020,126135643031.0,5190299845.0,,5325683135.0,282086670.0,,2655929866.0,90566104231.0,,15018419486.0,250000000.0,0.0,0.0,,40221461.0,443453005.0,40810680.0,26854875.0,2531170611.0,60525498.0,1159092668.0,113388852640.0,,3690391203.0,86292488.0,0.0,1724712000.0,106835786321.0,,33089067.0,246377808.0,0.0,0.0,1018581560.0,12746790391.0,8801380984.0,,0.0,1119722316.0,2825687091.0,,126135643031.0,11495493751.0,7280030928.0,4215462823.0,694966984.0,75948012.0,619018972.0,4834481795.0,388771455.0,59659997.0,5282913247.0,883458627.0,4399454620.0,,1252548177.0,572274713.0,156018903.0,2418612827.0,1407998.0,1520491.0,2418500334.0,,715126354.0,0.0,1703373980.0,,,,,,,,1703373981.0,67031808.0,412985681.0,,340674796.0,2420002.0,52857143.0,17033740.0,,,237697791.0,237697791.0,71644966.0,1119722317.0,3.47,12.97,0.48,425.19,6.66,74.72,8.62,,,,12746790391.0,0.0,,
SANIMA,2077/2078,2020/2021,160667952103.0,4771140480.0,,6053731274.0,1740708397.0,,4094023666.0,118988337168.0,,20969005700.0,250000000.0,,,,16016111.0,134181440.0,,3334753.0,2406336388.0,48082940.0,1196388539.0,145797034714.0,,4920874273.0,3651303839.0,1787250000.0,4777116000.0,128425867181.0,,32722544.0,49222567.0,29604089.0,,2123074221.0,14870917388.0,9681519082.0,,,1689816109.0,3499582197.0,,160667952102.0,10759856047.0,6237843156.0,4522012891.0,875116821.0,60957557.0,814159264.0,5336172155.0,407786730.0,51665390.0,5795624275.0,289843866.0,5505780409.0,,1436761768.0,657319886.0,162976335.0,3248722420.0,1320809.0,3044540.0,3246998689.0,,964946568.0,5557696.0,2276494425.0,,,,,,,,2276494426.0,49919.0,606735675.0,,455299000.0,3664588.0,125007143.0,22764944.0,,,-20007439.0,37833811.0,-20007439.0,1689816109.0,3.37,13.54,0.16,1103.58,4.75,82.31,6.34,,,,14870917388.0,,,
SANIMA,2078/2079,2021/2022,192490529408.0,4225275093.0,,13516139617.0,371162744.0,,5167865708.0,137161371311.0,,27682843909.0,250000000.0,,72932294.0,,11980037.0,500726317.0,,69432118.0,2073470587.0,56002636.0,1343307074.0,175385055900.0,,2614422138.0,4096650775.0,1279000000.0,6819816000.0,157518535239.0,,48699778.0,62881734.0,12961578.0,,2892655514.0,17105473507.0,11327377326.0,,,1469986145.0,4308110036.0,,192490529407.0,14963761686.0,10196566082.0,4767195604.0,995837429.0,152088968.0,843748461.0,5610944065.0,377655852.0,152708336.0,6141308253.0,-264526176.0,5876782077.0,,1654338078.0,625609981.0,344249485.0,3252584533.0,6285738.0,12152586.0,3246717685.0,953808359.0,1038810168.0,-85001809.0,2292909326.0,,,,,,,,2292909327.0,1737199687.0,-525098562.0,,-458582000.0,-4161156.0,-52857143.0,-22929093.0,-23818277.0,37249107.0,302541945.0,-317200408.0,14658463.0,3202468507.0,3.86,13.75,0.35,465.33,7.63,86.36,9.71,,,,17105473507.0,,,
SANIMA,2079/2080,2022/2023,215641368189.0,5290591934.0,,10368096356.0,1056571534.0,,4445160972.0,145397936587.0,,41980217771.0,450000000.0,,190174378.0,,91720324.0,414838518.0,55588397.0,169784618.0,4357939618.0,95832854.0,1368634653.0,196264323777.0,,5193510562.0,72086097.0,2629000000.0,9373666000.0,175643046806.0,,35003993.0,13283724.0,,,3311964946.0,19377044412.0,12460115059.0,,,2209674678.0,4707254675.0,,215641368189.0,21617858487.0,15128548520.0,6489309967.0,1039663954.0,260862404.0,778801549.0,7268111516.0,254452574.0,121033052.0,7643597142.0,1056071295.0,6587525847.0,,1773942088.0,671188684.0,361739043.0,3780656032.0,14218389.0,52951601.0,3741922820.0,,1143076995.0,-20370811.0,2619216636.0,,,,,,,,2619216636.0,420709089.0,-559907807.0,,-523844000.0,-9347575.0,179224750.0,-26192166.0,-149066.0,-375000.0,-270343242.0,-270343242.0,,2209674676.0,4.0,14.13,1.3,171.47,8.27,79.0,10.15,,,,19377044412.0,,,
SANIMA,2080/2081,2023/2024,233785179747.0,13072489091.0,,14237362921.0,591043234.0,,5527765571.0,159491304915.0,,34082393021.0,450000000.0,,674001855.0,,21150702.0,319682584.0,19425149.0,215070948.0,3629860580.0,81631311.0,1393148568.0,212821665557.0,,2182161765.0,60654160.0,1070000000.0,9377516000.0,197197071124.0,,37754974.0,135138243.0,,,2955273532.0,20963514190.0,13581525414.0,,,1412312361.0,5969676415.0,,233785179747.0,20720428794.0,14542367925.0,6178060869.0,1194203234.0,175858960.0,1018344274.0,7196405143.0,517770003.0,210560237.0,7924735383.0,1494370707.0,6430364676.0,,1877116214.0,750524176.0,361488823.0,3441235463.0,9037781.0,95955951.0,3354317293.0,,1008136588.0,-35760722.0,2381941427.0,,,,,,,,2381941426.0,381824473.0,-777849491.0,,-476389000.0,-5477410.0,-270942400.0,-23819414.0,-1221267.0,,-573604046.0,-573604046.0,-38480120.0,1412312362.0,4.0,13.66,1.73,167.42,6.13,80.53,7.83,,,,20963514190.0,,,
SANIMA,2081/2082,2024/2025,263447489736.0,20360777301.0,,19875524160.0,3455159602.0,,7014125237.0,176440505806.0,,29355983936.0,450000000.0,,951498926.0,,5452192.0,429613790.0,170845767.0,206193073.0,3305022275.0,85859446.0,1346380417.0,240518108699.0,,1572392607.0,,2063250000.0,9381366000.0,223954679225.0,,40448816.0,134966597.0,,,3484590422.0,22929381035.0,13581525414.0,,,2780720660.0,6567134961.0,,263447489734.0,18040787831.0,11684789917.0,6355997914.0,1379470907.0,185015155.0,1194455752.0,7550453666.0,593391466.0,457720703.0,8601565835.0,1889120780.0,6712445055.0,,2001448982.0,782066012.0,354819732.0,3574110329.0,28334906.0,43321260.0,3559123975.0,,995905026.0,-7937001.0,2571155950.0,,,,,,,,2571155953.0,786844898.0,-866775835.0,,-514232000.0,-17980889.0,-20692934.0,-25711560.0,-5196941.0,-300942400.0,289495643.0,289495643.0,,2780720659.0,3.68,13.01,1.21,121.8,4.7,81.03,6.12,,,,22929381035.0,,9.86,9.86
SANIMA,2082/2083,2025/2026,266521035026.0,24286561162.0,,13381364475.0,4417873744.0,,7615884387.0,177560480477.0,,31646145189.0,450000000.0,,1038826330.0,,,445537928.0,13893569.0,172516674.0,4011642634.0,105334154.0,1339732481.0,243064250701.0,,916002030.0,,2108250000.0,9382328500.0,227031374815.0,,40787693.0,,,,3585507663.0,23456784326.0,13581525414.0,,,2130448949.0,7744809963.0,,266521035027.0,4332202819.0,2643678347.0,1688524472.0,348504966.0,43568490.0,304936476.0,1993460948.0,168897810.0,220490684.0,2382849442.0,956775280.0,1426074162.0,,478856919.0,237845461.0,51754146.0,657617636.0,1115564.0,24395447.0,634337753.0,,179419603.0,,454918150.0,,,,,,,,454918150.0,,-288567528.0,,-90984000.0,-3018581.0,,-4549182.0,,-190015765.0,-5258500.0,-5258500.0,,2130448949.0,3.65,12.76,1.58,105.46,4.32,79.23,5.59,,,,23456784326.0,,9.51,9.51
SCB,2072/2073,2015/2016,65239806000.0,3972332000.0,6069660000.0,0.0,0.0,31697345000.0,0.0,0.0,22738262000.0,22738262000.0,0.0,0.0,0.0,712470000.0,0.0,0.0,0.0,0.0,0.0,712470000.0,49737000.0,58023529000.0,500000000.0,0.0,0.0,500000000.0,0.0,55727178000.0,1796351000.0,0.0,0.0,0.0,0.0,0.0,7216277000.0,2812426000.0,4403851000.0,0.0,0.0,0.0,0.0,65239806000.0,2426886000.0,569090000.0,1857796000.0,0.0,0.0,971483000.0,0.0,0.0,55365000.0,2884644000.0,12266000.0,2872378000.0,,707654000.0,427233000.0,0.0,1737491000.0,49531000.0,0.0,1787022000.0,,521524000.0,0.0,1265498000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCB,2073/2074,2016/2017,78356013000.0,22397734000.0,9975482000.0,0.0,0.0,39991205000.0,0.0,0.0,4810675000.0,4810675000.0,0.0,0.0,0.0,1180917000.0,0.0,0.0,0.0,0.0,0.0,1180917000.0,87684000.0,65976219000.0,1500000000.0,0.0,0.0,1500000000.0,0.0,63872885000.0,2103334000.0,0.0,0.0,0.0,0.0,0.0,12379793000.0,4005715000.0,8374078000.0,0.0,0.0,0.0,0.0,78356012000.0,3191878000.0,863460000.0,2328418000.0,520169000.0,50338000.0,469831000.0,0.0,0.0,618657000.0,3416906000.0,-19584000.0,3436490000.0,,771619000.0,491108000.0,0.0,2173763000.0,8080000.0,0.0,2181843000.0,,631856000.0,0.0,1549987000.0,-170919000.0,1379068000.0,0.0,1549987000.0,0.0,169968000.0,1380019000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCB,2074/2075,2017/2018,84447264000.0,22048328000.0,8813662000.0,0.0,0.0,47079748000.0,0.0,0.0,4660993000.0,4660993000.0,0.0,0.0,0.0,1844533000.0,0.0,0.0,0.0,0.0,0.0,1844533000.0,0.0,70198253000.0,0.0,0.0,0.0,0.0,0.0,67387757000.0,2810496000.0,0.0,0.0,0.0,0.0,0.0,14249012000.0,8011431000.0,6237581000.0,0.0,0.0,0.0,0.0,84447265000.0,4960034000.0,1642641000.0,3317393000.0,724396000.0,60640000.0,663756000.0,0.0,0.0,718769000.0,4699918000.0,-33916000.0,4733834000.0,,996607000.0,590329000.0,0.0,3146898000.0,4030000.0,0.0,3150928000.0,,939868000.0,0.0,2211060000.0,-15188000.0,2195872000.0,0.0,2211060000.0,0.0,192303000.0,2018757000.0,2211059000.0,,0.0,,,,,,,,-192303000.0,-192303000.0,,2018756000.0,5.06,23.68,0.18,634.52,4.41,71.68,7.87,,,,,,,
SCB,2075/2076,2018/2019,93323253000.0,12626985000.0,12357607000.0,2454907000.0,9902700000.0,55651606000.0,2541465000.0,53110141000.0,11535164000.0,11535164000.0,0.0,0.0,0.0,1004155000.0,43338000.0,0.0,54675000.0,124736000.0,781406000.0,905911000.0,147736000.0,78335482000.0,505840000.0,505840000.0,0.0,0.0,0.0,75731527000.0,2098115000.0,120582000.0,0.0,0.0,0.0,1977533000.0,14987771000.0,8011431000.0,6976340000.0,0.0,1803495000.0,5172845000.0,0.0,93323253000.0,6501366000.0,2978177000.0,3523189000.0,874385000.0,45097000.0,829288000.0,4352477000.0,729050000.0,131411000.0,5212938000.0,88238000.0,5124700000.0,,1083173000.0,525046000.0,35691000.0,3480790000.0,8008000.0,2950000.0,3477840000.0,,1018345000.0,-35864000.0,2495359000.0,-31092000.0,2464267000.0,0.0,2495359000.0,527889000.0,165018000.0,1802452000.0,2495360000.0,,527889000.0,,499072000.0,28817000.0,,,,,165018000.0,165018000.0,,1802453000.0,4.45,19.9,0.15,737.11,5.5,73.13,7.63,,,,,,,
SCB,2076/2077,2019/2020,116434053000.0,39248549000.0,,1980950000.0,4210500000.0,,3010899000.0,53911294000.0,,13061725000.0,0.0,0.0,0.0,,40581000.0,0.0,173876000.0,35166000.0,585007000.0,0.0,175507000.0,101332484000.0,,799709000.0,0.0,1500000000.0,0.0,98467598000.0,,36624000.0,270428000.0,0.0,0.0,2028553000.0,15101569000.0,8011431000.0,,0.0,1521084000.0,5569054000.0,,116434053000.0,6626698000.0,3113438000.0,3513260000.0,732714000.0,40959000.0,691755000.0,4205015000.0,580804000.0,179228000.0,4965047000.0,439066000.0,4525981000.0,,1102472000.0,530171000.0,51898000.0,2841440000.0,758000.0,9634000.0,2832564000.0,848639000.0,808852000.0,39787000.0,1983926000.0,,,,,,,,1983926000.0,,437647000.0,,396785000.0,40862000.0,,,,,30499000.0,30499000.0,,1515780000.0,3.63,18.54,0.44,430.21,4.84,66.43,7.0,,,,15101569000.0,,,
SCB,2077/2078,2020/2021,114742130000.0,26856975000.0,,2236482000.0,1174100000.0,,9065233000.0,62405253000.0,,12816340000.0,,,,,273000.0,,126267000.0,34065000.0,958208000.0,,277099000.0,98517603000.0,,8426450000.0,621511000.0,1021511000.0,,87564220000.0,,19206000.0,32686000.0,20150000.0,,1845259000.0,16224527000.0,8572231000.0,,,1741158000.0,5911138000.0,,114742130000.0,5323616000.0,2726837000.0,2596779000.0,734041000.0,36060000.0,697981000.0,3294760000.0,554653000.0,214914000.0,4064327000.0,390412000.0,3673915000.0,,1045670000.0,532633000.0,64105000.0,2031507000.0,,22968000.0,2008539000.0,507266000.0,597173000.0,10122000.0,1401244000.0,,,,,,,,1401244000.0,,332678000.0,,280249000.0,52429000.0,,4014000.0,,,-103226000.0,,-103226000.0,1171792000.0,3.88,17.17,0.96,211.5,3.06,75.83,5.51,,,,16224527000.0,,,
SCB,2078/2079,2021/2022,123271952000.0,19139900000.0,,2380226000.0,2567372000.0,,10217346000.0,79173991000.0,,7910946000.0,,,,,22061000.0,,159825000.0,26834000.0,1408146000.0,,265304000.0,105167556000.0,,8223667000.0,514986000.0,3900000000.0,,93721916000.0,,22824000.0,14123000.0,3617000.0,,2684163000.0,18104395000.0,9429454000.0,,,2911240000.0,5763701000.0,,123271952000.0,7532675000.0,3775296000.0,3757380000.0,989696000.0,56977000.0,932719000.0,4690099000.0,657419000.0,2921000.0,5350439000.0,134307000.0,5216132000.0,,1266171000.0,579280000.0,119542000.0,3251138000.0,199000.0,8488000.0,3242650000.0,972795000.0,972795000.0,,2269855000.0,,,,,,,,2269855000.0,,-476670000.0,,-453971000.0,-1112000.0,,-22699000.0,,,1793185000.0,-199546000.0,,1593640000.0,4.23,16.0,0.59,303.08,6.21,85.15,8.81,,,,18104395000.0,,,
SCB,2079/2080,2022/2023,151609155000.0,34872083000.0,,4088938000.0,6940365000.0,,16830213000.0,77857560000.0,,8578067000.0,,,,,8182000.0,,137492000.0,9966000.0,1718145000.0,,568144000.0,131431845000.0,,4992295000.0,23196000.0,2630600000.0,2493868000.0,117500875000.0,,,52909000.0,2091000.0,,3725359000.0,20177309000.0,9429454000.0,,,2733936000.0,8013919000.0,,151609154000.0,12743270000.0,6788013000.0,5955257000.0,1536212000.0,186352000.0,1349860000.0,7305117000.0,582147000.0,20448000.0,7907712000.0,598333000.0,7309379000.0,,1551311000.0,550884000.0,158785000.0,5048399000.0,7448000.0,19539000.0,5036308000.0,1510893000.0,1510893000.0,,3525415000.0,,,,,,,,3525417000.0,2197903000.0,-1224832000.0,,-705083000.0,-4495000.0,-480000000.0,-35254000.0,,,2300585000.0,536033000.0,,2733936000.0,4.0,17.12,1.17,198.54,6.91,75.8,9.02,,,,20177309000.0,,,
SCB,2080/2081,2023/2024,140782015000.0,28499220000.0,,3750851000.0,3052000.0,,7487458000.0,81142342000.0,,17833740000.0,,,,,702000.0,,282382000.0,90510000.0,1226237000.0,,465521000.0,120222349000.0,,2341883000.0,,300000000.0,2523939000.0,112483887000.0,,,125058000.0,84222000.0,,2868340000.0,20559666000.0,9429454000.0,,,2499167000.0,8631045000.0,,140782015000.0,11080324000.0,5925830000.0,5154494000.0,1505439000.0,89655000.0,1415784000.0,6570278000.0,679697000.0,2202000.0,7252177000.0,216114000.0,7036063000.0,,1586605000.0,553195000.0,149757000.0,4746506000.0,6959000.0,26388000.0,4727077000.0,,1418123000.0,,3308954000.0,,,,,,,,3308954000.0,5704000.0,-1174881000.0,,-661791000.0,-781000.0,-480000000.0,-33090000.0,,,359390000.0,359390000.0,,2499167000.0,4.0,17.16,2.14,126.03,3.84,76.83,6.6,,,,20559666000.0,,,
SCB,2081/2082,2024/2025,155203119000.0,43686375000.0,,4348440000.0,3654128000.0,,14951265000.0,72712229000.0,,13571456000.0,,,,,5452000.0,,331787000.0,80405000.0,1483016000.0,,378566000.0,133415651000.0,,2068769000.0,,700000000.0,2524616000.0,125338848000.0,,,8340000.0,,,2767589000.0,21787468000.0,10042368000.0,,,1993326000.0,9751774000.0,,155203119000.0,8337194000.0,3848769000.0,4488425000.0,1846915000.0,482555000.0,1364360000.0,5852785000.0,721046000.0,23640000.0,6597471000.0,-336262000.0,6933733000.0,,1554421000.0,530513000.0,138675000.0,4710124000.0,9869000.0,165740000.0,4554253000.0,703127000.0,1524950000.0,,3029303000.0,,,,,,,,3029303000.0,57052000.0,-1131090000.0,,-605861000.0,-5339000.0,-480000000.0,-39890000.0,,,38061000.0,38061000.0,,1993326000.0,3.53,17.82,1.47,160.08,3.22,69.48,4.99,,,,21787468000.0,,15.8,15.8
SCB,2082/2083,2025/2026,161706155000.0,54061978000.0,,4569961000.0,3781541000.0,,14885683000.0,70117984000.0,,12255519000.0,,,,,2100000.0,,44060000.0,122216000.0,1492250000.0,,356822000.0,139340816000.0,,2364824000.0,,1800000000.0,2462985000.0,129627210000.0,,,,,,3083697000.0,22365339000.0,10042368000.0,,,2411048000.0,9911923000.0,,161706155000.0,1977443000.0,904993000.0,1072450000.0,484416000.0,68061000.0,416355000.0,1488805000.0,191502000.0,1350000.0,1681657000.0,178617000.0,1503040000.0,,348821000.0,130703000.0,34140000.0,989376000.0,3476000.0,4040000.0,988812000.0,,296644000.0,,692168000.0,,,,,,,,692169000.0,1996365000.0,-265400000.0,,-138434000.0,-44000.0,-120000000.0,-6922000.0,,,-12087000.0,-12087000.0,,2411047000.0,3.63,18.6,1.71,154.38,2.89,65.15,4.27,,,,22365339000.0,,16.58,16.58
